stop,name_en,name_tc,name_sc,lat,long,data_timestamp
873B57DCAC177674,SHEK WAI KOK BUS TERMINUS (TW946),石圍角巴士總站 (TW946),石围角巴士总站 (TW946),22.375931,114.124615,
D1A1DF2BDC842EE5,TUNG PO TO (TW405),東普陀 (TW405),东普陀 (TW405),22.378716,114.126958,
33A7AB58611A0F6D,SAM TUNG UK RESITE VILLAGE (TW410),三棟屋村 (TW410),三栋屋村 (TW410),22.379813,114.129474,
523D316BCA4F3861,SAU SHAN HOUSE CHEUNG SHAN ESTATE (TW416),象山邨秀山樓 (TW416),象山邨秀山楼 (TW416),22.378791,114.131532,
0A1DAEAFFDFF0B66,HO FUNG COLLEGE (TW310),可風中學 (TW310),可风中学 (TW310),22.380443,114.135135,
9FD6AAFA1318E3D9,LEI MUK SHUE ESTATE (TW312),梨木樹邨 (TW312),梨木树邨 (TW312),22.377716,114.137097,
066AA1A504714A20,WO YI HOP ROAD SPORTSGROUND (TW316),和宜合道運動場 (TW316),和宜合道运动场 (TW316),22.374018,114.136465,
8998797A3D3E02A7,LAM TIN STREET KWAI CHUNG (KW323),葵涌藍田街 (KW323),葵涌蓝田街 (KW323),22.369992,114.138344,
3C9A7C5FE12B8BCB,SHEK LEI (TAI LOONG STREET) BUS TERMINUS (KW971),石籬(大隴街)總站 (KW971),石篱(大陇街)总站 (KW971),22.365671,114.139247,
408F72CA87CC73A6,IVE (HAKING WONG) (SS631),專業教育學院-黃克競分校,专业教育学院-黄克竞分校,22.334771,114.152827,
18A85DD43DFA12AF,PEI HO STREET SHAM SHUI PO (SS636),深水埗北河街 (SS636),深水埗北河街 (SS636),22.328811,114.160393,
C4B0E899FAE72350,SHEK KIP MEI STREET (SS640),石硤尾街 (SS640),石硖尾街 (SS640),22.327291,114.162357,
8C7C1212A1196A1A,POPLAR STREET SHAM SHUI PO (SS644),深水埗白楊街 (SS644),深水埗白杨街 (SS644),22.324967,114.165341,
996EC6B4E40A2E4A,BUTE STREET (MK700),弼街 (MK700),弼街 (MK700),22.322300,114.167583,
0FF34A5F0D731ACE,OLYMPIC STATION BUS TERMINUS (MK922),奧運站巴士總站 (MK922),奥运站巴士总站 (MK922),22.318668,114.160773,
D242B538BA760551,MONG KOK ROAD (MK330),旺角道 (MK330),旺角道 (MK330),22.320510,114.166622,
77505F1651DFA82F,"KEI WING PRIMARY SCHOOL, METROPARK HOTEL MONG KOK",基榮小學 維景酒店 (MK301),基荣小学 维景酒店 (MK301),22.322581,114.168045,
69C45315DFA906FC,TONG MI ROAD MONG KOK (MK305),旺角塘尾道 (MK305),旺角塘尾道 (MK305),22.324417,114.165700,
93CCED3B2F2BE08F,VEGETABLE MARKETING ORGANIZATION (SS314),蔬菜統營處 (SS314),蔬菜统营处 (SS314),22.333055,114.154386,
2EB5498143D0C343,IVE (HAKING WONG) (SS315),專業教育學院-黃克競分校,专业教育学院-黄克竞分校,22.334366,114.152985,
4A1EEF2271FA16D3,LAI CHI KOK STATION (SS239),荔枝角站 (SS239),荔枝角站 (SS239),22.337258,114.148408,
C24776F20FE877FF,LAM TIN STREET KWAI CHUNG (KW489),葵涌藍田街 (KW489),葵涌蓝田街 (KW489),22.369867,114.138528,
257A6E19DD7F156C,WO YI HOP ROAD SPORTSGROUND (TW490),和宜合道運動場 (TW490),和宜合道运动场 (TW490),22.373954,114.136349,
28A57C043C111604,SHEK WAI KOK SUN VILLAGE (TW493),石圍角新村 (TW493),石围角新村 (TW493),22.375875,114.136250,
F82CDE4D15A43CA3,LEI MUK SHUE ESTATE (TW495),梨木樹邨 (TW495),梨木树邨 (TW495),22.378515,114.137270,
DEDD6247441C8C05,HO FUNG COLLEGE (TW496),可風中學 (TW496),可风中学 (TW496),22.380167,114.135129,
B1D6CA16EE22225D,SAU SHAN HOUSE CHEUNG SHAN ESTATE (TW415),象山邨秀山樓 (TW415),象山邨秀山楼 (TW415),22.378878,114.131633,
3B54D43994CAC165,SAM TUNG UK RESITE VILLAGE (TW510),三棟屋村 (TW510),三栋屋村 (TW510),22.379816,114.129569,
D9655458715EBBF8,HOI PA RESITE VILLAGE (TW515),海壩村 (TW515),海坝村 (TW515),22.378954,114.127632,
8374DD78C287D9A7,SHEK KWAI HOUSE SHEK WAI KOK ESTATE (TW521),石圍角邨石葵樓 (TW521),石围角邨石葵楼 (TW521),22.375852,114.124790,
D5252DAD51812506,SHEK HO HOUSE SHEK WAI KOK ESTATE (TW522),石圍角邨石荷樓 (TW522),石围角邨石荷楼 (TW522),22.374513,114.122837,
09DF70F8DE2426BE,WAI TSUEN SPORTS CENTRE (TW530),蕙荃體育館 (TW530),蕙荃体育馆 (TW530),22.373029,114.122402,
3357B55DE2539CA3,LUEN YAN STREET TSUEN WAN (TW285),荃灣聯仁街 (TW285),荃湾联仁街 (TW285),22.367588,114.117633,
F0AE2D3C2589FC4F,FU ON HOUSE TAI WO HAU ESTATE (KW500),大窩口邨富安樓 (KW500),大窝口邨富安楼 (KW500),22.367984,114.124241,
B9DFF2C142DCE309,FU KWAI HOUSE TAI WO HAU ESTATE (KW503),大窩口邨富貴樓 (KW503),大窝口邨富贵楼 (KW503),22.366933,114.125107,
56E8E92250BBEE74,YAN KWAI HOUSE KWAI CHUNG ESTATE (KW504),葵涌邨茵葵樓 (KW504),葵涌邨茵葵楼 (KW504),22.367135,114.127018,
CE5DDC813E8EC3C0,KWAI CHUNG SHOPPING CENTRE (KW506),葵涌商場 (KW506),葵涌商场 (KW506),22.367272,114.129003,
B596DF51C1BDDB19,LAM WOO MEMORIAL SECONDARY SCHOOL (KW365),林護紀念中學 (KW365),林护纪念中学 (KW365),22.365139,114.130103,
7FE0FCDBF45276EF,SHING FUNG HOUSE KWAI SHING ESTATE (KW366),葵盛邨盛豐樓 (KW366),葵盛邨盛丰楼 (KW366),22.363759,114.129266,
D6E2F61E79C01350,SHING KEUNG HOUSE KWAI SHING ESTATE (KW368),葵盛邨盛強樓 (KW368),葵盛邨盛强楼 (KW368),22.364662,114.127762,
00A61AE52C4EE28E,SHING ON HOUSE KWAI SHING ESTATE (KW369),葵盛邨盛安樓 (KW369),葵盛邨盛安楼 (KW369),22.365022,114.125921,
6E9E3D64C5F18B8D,HIGH PROSPERITY TERRACE (KW371),高盛臺 (KW371),高盛台 (KW371),22.364849,114.124127,
556068A8E995DBE4,LU KWONG FAI MEMORIAL SCHOOL (KW374),盧光輝紀念學校 (KW374),卢光辉纪念学校 (KW374),22.364225,114.122803,
A170898D024706AA,BLOCK 6 KWAI SHING ESTATE (KW375),葵盛邨六座 (KW375),葵盛邨六座 (KW375),22.361881,114.121471,
49DA16A8D82DEE21,KWAI SHING SWIMMING POOL (KW377),葵盛游泳池 (KW377),葵盛游泳池 (KW377),22.359739,114.122393,
EB3A699030AB371C,SOUTH KWAI CHUNG POLYCLINIC (KW378),南葵涌分科診所 (KW378),南葵涌分科诊所 (KW378),22.361056,114.124955,
EC70552CECFD18F2,SHING LOK HOUSE KWAI SHING ESTATE (KW381),葵盛邨盛樂樓 (KW381),葵盛邨盛乐楼 (KW381),22.362693,114.128283,
DB0A398B6B890051,METROPLAZA (KW546),新都會廣場 (KW546),新都会广场 (KW546),22.357671,114.126023,
7467287ACB876529,KWAI TSING THEATRE (KW183),葵青劇院 (KW183),葵青剧院 (KW183),22.356258,114.125948,
F275A85A9CF9BBC4,LOK KING HOUSE LAI KING ESTATE (KW437),荔景邨樂景樓 (KW437),荔景邨乐景楼 (KW437),22.345552,114.127175,
636F6AAF3B891E82,LAI CHI KOK BUS TERMINUS (SS980),荔枝角巴士總站 (SS980),荔枝角巴士总站 (SS980),22.341579,114.136687,
422BD13B241CCD5B,THE SALVATION ARMY LAI KING HOME (KW286),救世軍荔景院 (KW286),救世军荔景院 (KW286),22.345056,114.127647,
AD326AC36444B948,LOK KING HOUSE LAI KING ESTATE (KW287),荔景邨樂景樓 (KW287),荔景邨乐景楼 (KW287),22.346348,114.126492,
DC28E30AF099D339,KWAI CHUNG SPORTS GROUND (KW140),葵涌運動場 (KW140),葵涌运动场 (KW140),22.357822,114.125780,
E6FB42A68818D9F4,CHE FONG STREET KWAI FONG (KW141),葵芳智芳街 (KW141),葵芳智芳街 (KW141),22.359261,114.127747,
434BB67EF7BCA912,KWAI HONG COURT (KW165),葵康苑 (KW165),葵康苑 (KW165),22.363164,114.130480,
5A850F8739B82EA6,KWAI HONG COURT KWAI SHING CIRCUIT (KW255),葵盛圍葵康苑 (KW255),葵盛围葵康苑 (KW255),22.363877,114.130262,
198229EF878137DD,SHING LOK HOUSE KWAI SHING ESTATE (KW256),葵盛邨盛樂樓 (KW256),葵盛邨盛乐楼 (KW256),22.362536,114.128125,
7E43C30824FE61FA,SOUTH KWAI CHUNG POLYCLINIC (KW257),南葵涌分科診所 (KW257),南葵涌分科诊所 (KW257),22.360959,114.125158,
D32CA1C4A94A6AAD,KWAI SHING SWIMMING POOL (KW258),葵盛游泳池 (KW258),葵盛游泳池 (KW258),22.359828,114.123328,
DB5F02A65173A2D1,BLOCK 6 KWAI SHING ESTATE (KW259),葵盛邨六座 (KW259),葵盛邨六座 (KW259),22.361831,114.120895,
4C5AD92665CBCF5D,LU KWONG FAI MEMORIAL SCHOOL (KW260),盧光輝紀念學校 (KW260),卢光辉纪念学校 (KW260),22.363288,114.122631,
29EC0D6F48E5BCDA,HIGH PROSPERITY TERRACE (KW263),高盛臺 (KW263),高盛台 (KW263),22.365010,114.123767,
4242A06B3D8849D9,SHING ON HOUSE KWAI SHING ESTATE (KW264),葵盛邨盛安樓 (KW264),葵盛邨盛安楼 (KW264),22.365246,114.125892,
7CA9FF2CDD3C4EE1,KWAI YIP STREET KWAI SHING (KW267),葵盛葵葉街 (KW267),葵盛葵叶街 (KW267),22.365187,114.127629,
6DAB37A3FC9475C3,LAM WOO MEMORIAL SECONDARY SCHOOL (KW268),林護紀念中學 (KW268),林护纪念中学 (KW268),22.365373,114.130073,
698AD748223B2BEA,HA KWAI HOUSE KWAI CHUNG ESTATE (KW166),葵涌邨夏葵樓 (KW166),葵涌邨夏葵楼 (KW166),22.366133,114.130921,
9BEBB2D3B05DD529,CHAU KWAI HOUSE KWAI CHUNG ESTATE (KW167),葵涌邨秋葵樓 (KW167),葵涌邨秋葵楼 (KW167),22.368040,114.130166,
1761C3A8C035C581,KWAI FUK COURT (KW168),葵馥苑 (KW168),葵馥苑 (KW168),22.367290,114.129117,
61C243D8DF535149,YAN KWAI HOUSE KWAI CHUNG ESTATE (KW169),葵涌邨茵葵樓 (KW169),葵涌邨茵葵楼 (KW169),22.367000,114.127241,
FD3E79D1B5A2237F,FU WAH HOUSE TAI WO HAU ESTATE (KW170),大窩口邨富華樓 (KW170),大窝口邨富华楼 (KW170),22.366139,114.125310,
FFB21D12A61560FE,FU ON HOUSE TAI WO HAU ESTATE (KW171),大窩口邨富安樓 (KW171),大窝口邨富安楼 (KW171),22.367596,114.124611,
2BDB51D5618D546F,TSUEN FU STREET TSUEN WAN (TW232),荃灣荃富街 (TW232),荃湾荃富街 (TW232),22.367579,114.121947,
A7E87E8D797D1A52,WANG LUNG STREET TSUEN WAN (TW272),荃灣橫龍街 (TW272),荃湾横龙街 (TW272),22.366632,114.118071,
65784B3D2E189B56,LUEN YAN STREET TSUEN WAN (TW121),荃灣聯仁街 (TW121),荃湾联仁街 (TW121),22.367676,114.117501,
F8BC532C45A5A6F7,YAN CHAI HOSPITAL (TW125),仁濟醫院 (TW125),仁济医院 (TW125),22.369197,114.120159,
CAF9395414DBD090,LUK YEUNG SUN CHUEN (TW396),綠楊新邨 (TW396),绿杨新邨 (TW396),22.371592,114.121036,
48CD423F78F6FA22,SHEK LIN HOUSE SHEK WAI KOK ESTATE (TW401),石圍角邨石蓮樓 (TW401),石围角邨石莲楼 (TW401),22.374750,114.122830,
B18C8718C0B7904F,SHEK KUK HOUSE SHEK WAI KOK ESTATE (TW402),石圍角邨石菊樓 (TW402),石围角邨石菊楼 (TW402),22.376118,114.124570,
B15BDCDB640C46BC,KWAI FONG STATION BUS TERMINUS (KW904),葵芳站巴士總站 (KW904),葵芳站巴士总站 (KW904),22.356872,114.128102,
6BCA27BE4E0F904D,KWONG FAI CIRCUIT (KW112),光輝圍 (KW112),光辉围 (KW112),22.367857,114.133641,
6CD14DBE643D2995,HO PUI VILLAGE KWOK SHUI ROAD (KW350),國瑞路河背村 (KW350),国瑞路河背村 (KW350),22.371252,114.126499,
75F02FF13CC7B34A,KWOK SHUI ROAD PARK (KW351),國瑞路公園 (KW351),国瑞路公园 (KW351),22.371680,114.128803,
D6ABAF265F431EB9,CHEUNG WING ROAD GYRATORY (KW352),昌榮路迴旋處 (KW352),昌荣路回旋处 (KW352),22.370376,114.133179,
F5C42400BB24BA5B,TSUEN WAN (CASTLE PEAK ROAD) (TW140),荃灣（青山公路） (TW140),荃湾（青山公路） (TW140),22.372596,114.117875,
6BE57F75FCD84DBB,TUNG PO TOR BUS TERMINUS (TW890),東普陀總站 (TW890),东普陀总站 (TW890),22.380192,114.127350,
B32791B3E5EF4287,YUEN YUEN INSTITUTE (TW895),圓玄學院總站 (TW895),圆玄学院总站 (TW895),22.383027,114.122685,
D4C5C8BD5FC05C2E,TUNG PO TOR BUS TERMINUS (TW891),東普陀總站 (TW891),东普陀总站 (TW891),22.380607,114.127809,
6296109576D60CBB,TSUEN WAN WEST STATION BUS TERMINUS (TW969),荃灣西站巴士總站 (TW969),荃湾西站巴士总站 (TW969),22.368011,114.110701,
F9FB27004CA4B62B,LADY TRENCH POLYCLINIC (TW555),戴麟趾夫人診所 (TW555),戴麟趾夫人诊所 (TW555),22.370484,114.115478,
73E530058FD534D3,HAM TIN STREET TSUEN WAN (TW558),荃灣鹹田街 (TW558),荃湾咸田街 (TW558),22.369482,114.117352,
A0C0A82ECC740D76,MA TAU PA ROAD TSUEN WAN (TW116),荃灣馬頭壩道 (TW116),荃湾马头坝道 (TW116),22.366984,114.116390,
170375F0819EB588,LUNG TAK STREET TSUEN WAN (TW110),荃灣龍德街 (TW110),荃湾龙德街 (TW110),22.365043,114.115322,
D198122830A4FDE3,BEACON HEIGHTS (SS191),畢架山花園 (SS191),毕架山花园 (SS191),22.341687,114.167069,
96A6FE5F07BDF203,WONG TAI SIN BBI-SHATIN PASS ROAD (WT210),黃大仙轉車站-沙田坳道 (WT210),黄大仙转车站-沙田坳道 (WT210),22.341856,114.195281,
8A928A173E67CD96,"TSUN YIP STREET, KWUN TONG (KT203)",觀塘駿業街 (KT203),观塘骏业街 (KT203),22.309675,114.221690,
3EAFE91BF6223FA6,YAU TONG BUS TERMINUS (LT963),油塘巴士總站 (LT963),油塘巴士总站 (LT963),22.295851,114.238412,
FF6E49051D6D9A8C,LAGUNA PARK (LT421),麗港公園 (LT421),丽港公园 (LT421),22.307955,114.226733,
F8D908466E28E9C2,"TSUN YIP STREET, KWUN TONG (KT571)",觀塘駿業街 (KT571),观塘骏业街 (KT571),22.309844,114.221264,
992F89F2265F8D8D,"SHUN YIP STREET, KWUN TONG (KT573)",觀塘順業街 (KT573),观塘顺业街 (KT573),22.315896,114.214922,
A21BEB6F4E6D43E6,"SHEUNG YUET ROAD, KOWLOON BAY (KT475)",九龍灣常悅道 (KT475),九龙湾常悦道 (KT475),22.321143,114.208979,
1E71CBFE8560B0EF,"LAM WAH STREET, KOWLOON BAY (KT479)",九龍灣臨華街 (KT479),九龙湾临华街 (KT479),22.322347,114.208909,
0EB21C27E769261B,WONG TAI SIN BBI-WONG TAI SIN TEMPLE (WT715),黃大仙轉車站-黃大仙廟 (WT715),黄大仙转车站-黄大仙庙 (WT715),22.341470,114.195370,
E435F72ACB8438ED,MORSE PARK SWIMMING POOL (WT720),摩士公園泳池 (WT720),摩士公园泳池 (WT720),22.341570,114.191604,
2AB6DAEF7149F0FC,LUNG TAK STREET TSUEN WAN (TW234),荃灣龍德街 (TW234),荃湾龙德街 (TW234),22.365203,114.115002,
E8B842CC3AB62056,LADY TRENCH POLYCLINIC (TW263),戴麟趾夫人診所 (TW263),戴麟趾夫人诊所 (TW263),22.369949,114.116026,
D580682442940BB2,NINA TOWER BUS TERMINUS (TW958),如心廣場巴士總站 (TW958),如心广场巴士总站 (TW958),22.368183,114.112542,
5DE502617F887673,HIU KWAI HOUSE KWAI CHUNG ESTATE (KW515),葵涌邨曉葵樓 (KW515),葵涌邨晓葵楼 (KW515),22.368295,114.126954,
F4C9FD2549C6DD80,KWAI CHUNG KAI FONG ASS. (KW520),葵涌街坊會 (KW520),葵涌街坊会 (KW520),22.368833,114.129575,
7A43DB86E881E02D,KWAI HING ESTATE KWAI HING ROAD (KW526),葵興路葵興邨 (KW526),葵兴路葵兴邨 (KW526),22.366377,114.131933,
45B2EF855CDEA7C9,SUN KWAI HING GARDENS (KW541),新葵興花園 (KW541),新葵兴花园 (KW541),22.362519,114.131792,
DA17B01A4A61A358,KWAI FONG ESTATE (KW462),葵芳邨 (KW462),葵芳邨 (KW462),22.359821,114.131178,
88658D10545F9014,LAI KING ESTATE KWAI CHUNG ROAD (KW463),葵涌道荔景邨 (KW463),葵涌道荔景邨 (KW463),22.352528,114.126528,
50E78EB09845863E,MEI FOO BBI (SS463),美孚轉車站 (SS463),美孚转车站 (SS463),22.337202,114.141455,
09A156B1A802D093,LAI CHI KOK STATION (SS467),荔枝角站 (SS467),荔枝角站 (SS467),22.337617,114.148799,
BD34A7B702373B12,CHEUNG WAH STREET (SS473),昌華街 (SS473),昌华街 (SS473),22.338530,114.152280,
E30C2815DA280036,UN CHAU ESTATE (SS477),元州邨 (SS477),元州邨 (SS477),22.335838,114.155871,
C06334CA2AF7814B,KIU KIANG STREET SHAM SHUI PO (SS482),深水埗九江街 (SS482),深水埗九江街 (SS482),22.333000,114.159601,
18C138014DF5B0C8,MAPLE STREET SHAM SHUI PO (SS496),深水埗楓樹街 (SS496),深水埗枫树街 (SS496),22.327770,114.166334,
0FDE3A87457539BC,MONGKOK POLICE STATION (MK505),旺角警署 (MK505),旺角警署 (MK505),22.324742,114.168398,
8FD9863802F38CDB,MONG KOK (PARK AVENUE) BUS TERMINUS (MK915),旺角(柏景灣)總站 (MK915),旺角(柏景湾)总站 (MK915),22.315889,114.163307,
73129107791388E6,MING KEI COLLEGE (MK131),銘基書院 (MK131),铭基书院 (MK131),22.318763,114.164303,
1F453ABA9EA89D7B,RECLAMATION STREET (MK324),新填地街 (MK324),新填地街 (MK324),22.320100,114.167376,
6D81BF91C256E963,HK SOCI. FOR THE PROTECTION OF CHILDREN (MK315),香港保護兒童會 (MK315),香港保护儿童会 (MK315),22.325835,114.166576,
5F181A62BBCA16F7,SHEK KIP MEI STREET REST GARDEN (SS331),石硤尾街休憩花園 (SS331),石硖尾街休憩花园 (SS331),22.327915,114.163906,
AAA29653BB050609,PEI HO STREET (SS334),北河街 (SS334),北河街 (SS334),22.329011,114.162478,
551045DD53EA529D,YEE CHING COURT (SS217),怡靖苑 (SS217),怡靖苑 (SS217),22.332839,114.159552,
A88468CF154B16E9,TONKIN STREET CHEUNG SHA WAN (SS224),長沙灣東京街 (SS224),长沙湾东京街 (SS224),22.334980,114.156595,
1B68DD9D137F906D,LAI CHI KOK STATION (SS241),荔枝角站 (SS241),荔枝角站 (SS241),22.337229,114.148332,
0CC9C5E5DBB3FF89,MEI FOO BBI (SS322),美孚轉車站 (SS322),美孚转车站 (SS322),22.336630,114.140316,
F39F638D34947E40,KWAI CHUNG INTERCHANGE (KW101),葵涌交滙處 (KW101),葵涌交滙处 (KW101),22.340537,114.131551,
246ECB0F3B94855D,LAI KING ESTATE KWAI CHUNG ROAD (KW102),葵涌道荔景邨 (KW102),葵涌道荔景邨 (KW102),22.352823,114.126548,
B035018DFD9028C3,KWAI HING STATION (KW927),葵興站 (KW927),葵兴站 (KW927),22.363216,114.131440,
02E2C6CDE2A867C1,KIN HONG STREET (KW160),健康街 (KW160),健康街 (KW160),22.369156,114.130194,
849062B1454057E3,LUK KWAI HOUSE KWAI CHUNG ESTATE (KW175),葵涌邨綠葵樓 (KW175),葵涌邨绿葵楼 (KW175),22.368105,114.128349,
BEAAE3DA63C543BD,TSZ KWAI HOUSE KWAI CHUNG ESTATE (KW176),葵涌邨芷葵樓 (KW176),葵涌邨芷葵楼 (KW176),22.368079,114.127197,
D0F8772D043C207E,KOWLOON BAY STATION (EKCC) (KT321),九龍灣站(東九文化中心) (KT321),九龙湾站(东九文化中心) (KT321),22.323713,114.214493,
BE36EF30B86ADD1D,LOWER NGAU TAU KOK ESTATE (KT326),牛頭角下邨 (KT326),牛头角下邨 (KT326),22.321653,114.214648,
598F766175BE3EF3,KWUN TONG ROAD SITTING-OUT AREA (KT329),觀塘道休憩處 (KT329),观塘道休憩处 (KT329),22.318159,114.215070,
EB177E95B39626AE,KWUN TONG BBI-KWUN TONG TOWN CENTRE (KT347),觀塘轉車站-觀塘市中心 (KT347),观塘转车站-观塘市中心 (KT347),22.313290,114.224287,
5AAC6A858427D04E,KWUN TONG SWIMMING POOL (KT360),觀塘游泳池 (KT360),观塘游泳池 (KT360),22.310432,114.229545,
84B384771F1CE484,"TSUN YIP LANE, KWUN TONG (KT627)",觀塘駿業里 (KT627),观塘骏业里 (KT627),22.312853,114.224609,
671775E6AF279B42,KWUN TONG BBI - MILLENNIUM CITY (KT642),觀塘轉車站 - 創紀之城 (KT642),观塘转车站 - 创纪之城 (KT642),22.314310,114.220732,
4B17C55C032D3A37,"TING FU STREET, KWUN TONG (KT650)",觀塘定富街 (KT650),观塘定富街 (KT650),22.316726,114.215543,
266A4CDA19461A42,LOWER NGAU TAU KOK ESTATE (KT656),牛頭角下邨 (KT656),牛头角下邨 (KT656),22.320432,114.214418,
A147FDE0CFB7A60D,TELFORD GARDENS (KT667),德福花園 (KT667),德福花园 (KT667),22.323266,114.214165,
26A996F589C84844,KOWLOON BAY STATION (KT675),九龍灣站 (KT675),九龙湾站 (KT675),22.325428,114.213973,
E1813070DA5B31D6,TSUEN WAN (DISCOVERY PARK) (TW920),荃灣(愉景新城) (TW920),荃湾(愉景新城) (TW920),22.377689,114.111161,
5823104B79279940,NINA TOWER BUS TERMINUS (TW959),如心廣場巴士總站 (TW959),如心广场巴士总站 (TW959),22.368357,114.112236,
A60AE774B09A5E44,TAI HO ROAD TSUEN WAN (TW572),荃灣大河道 (TW572),荃湾大河道 (TW572),22.371519,114.114991,
CA793BE80FF68AE2,CHUNG ON STREET TSUEN WAN (TW391),荃灣眾安街 (TW391),荃湾众安街 (TW391),22.371951,114.118897,
81B719F7DC3F0FAD,SHING MUN TUNNELS BBI (A5) (TW500),城門隧道轉車站 (A5) (TW500),城门隧道转车站 (A5) (TW500),22.381888,114.137620,
C8276DF869656712,SHING MUN TUNNELS BBI (A1) (TW504),城門隧道轉車站 (A1) (TW504),城门隧道转车站 (A1) (TW504),22.381635,114.138243,
3A450B5AD5AF1605,BAYSHORE TOWERS (MA160),海栢花園 (MA160),海栢花园 (MA160),22.425043,114.231566,
2C5CA5F47FB6EB3F,"SYMPHONY BAY, CHEUNG MUK TAU (SK300)",樟木頭帝琴灣 (SK300),樟木头帝琴湾 (SK300),22.430218,114.250966,
6B775855F6FB16D9,NAI CHUNG (SK301),泥涌 (SK301),泥涌 (SK301),22.430622,114.256823,
40C9465E380F04C5,CHE HA (SK302),輋下 (SK302),輋下 (SK302),22.428921,114.260874,
C67E139743E66D71,MA KWU LAM (SK303),馬牯纜 (SK303),马牯缆 (SK303),22.425726,114.262745,
704C764F674E500D,TAI TUNG (SK304),大洞 (SK304),大洞 (SK304),22.424316,114.263580,
58BC7AA90028AAD9,NGA YIU TAU (SK305),瓦窰頭 (SK305),瓦窰头 (SK305),22.419956,114.266141,
8249FC875132E1FA,SAI KENG (SK306),西徑 (SK306),西径 (SK306),22.417026,114.266221,
92680F8CE20F8FDB,KEI LING HA SAN WAI (SK307),企嶺下新圍 (SK307),企岭下新围 (SK307),22.414414,114.270431,
46E8837F566582D2,KEI LING HA LO WAI (SK308),企嶺下老圍 (SK308),企岭下老围 (SK308),22.408316,114.274217,
94BA9F1C0A85C1B3,SHUI LONG WO (SK309),水浪窩 (SK309),水浪窝 (SK309),22.405654,114.276292,
16A08A7452834C0F,O TAU (SK310),澳頭 (SK310),澳头 (SK310),22.401062,114.282267,
888D5E0DD7261BB3,SAI SHA ROAD WONG CHUK WAN (SK311),西沙路黃竹灣 (SK311),西沙路黄竹湾 (SK311),22.397977,114.284001,
75358B7A7E41D54F,TAI MONG TSAI ROAD WONG CHUK WAN (SK174),大網仔路黃竹灣 (SK174),大网仔路黄竹湾 (SK174),22.396501,114.285736,
1AC99205549D9CA4,TSO WO HANG (SK175),早禾坑 (SK175),早禾坑 (SK175),22.394086,114.289091,
ECD8A10AED25716B,FUNG SAU ROAD (SK176),鳳秀路 (SK176),凤秀路 (SK176),22.388522,114.293358,
8A3D0A578A596A45,AH KUNG WAN (SK177),亞公灣 (SK177),亚公湾 (SK177),22.391811,114.297419,
9613EF6328D55165,TAI MONG TSAI (SK178),大網仔 (SK178),大网仔 (SK178),22.392048,114.298410,
D77E7D97EC99B790,TAI MONG TSAI SAN TSUEN (SK179),大網仔新村 (SK179),大网仔新村 (SK179),22.390856,114.300455,
F05A07492FBBAB3F,SAI KUNG OUTDOOR TRAINING CAMP (SK180),西貢戶外訓練營 (SK180),西贡户外训练营 (SK180),22.387738,114.303080,
669C12C26A3CFFB4,TSAM CHUK WAN (SK181),斬竹灣 (SK181),斩竹湾 (SK181),22.391272,114.307989,
BBD78E81CC1B113E,WONG KENG TEI (SK182),黃麖地 (SK182),黄麖地 (SK182),22.394335,114.315891,
03A082D6B4C517D9,PAK TAM CHUNG (SK185),北潭涌 (SK185),北潭涌 (SK185),22.397194,114.319274,
95CD775905DD716E,WONG KENG TEI (SK421),黃麖地 (SK421),黄麖地 (SK421),22.394976,114.317242,
2219232721C0C943,TSAM CHUK WAN (SK422),斬竹灣 (SK422),斩竹湾 (SK422),22.392535,114.309292,
E76FB4990070588B,CHI LIT PATH (SK422a),誌烈徑 (SK422a),志烈径 (SK422a),22.386727,114.305836,
426AA29947520120,SAI KUNG OUTDOOR TRAINING CAMP (SK423),西貢戶外訓練營 (SK423),西贡户外训练营 (SK423),22.388001,114.302805,
81C7BD9D6BD4D8DE,TAI MONG TSAI SAN TSUEN (SK424),大網仔新村 (SK424),大网仔新村 (SK424),22.389767,114.300741,
5C57D7225C2FB032,TAI MONG TSAI (SK425),大網仔 (SK425),大网仔 (SK425),22.391988,114.298428,
4FF96DAA5FCBE1B6,AH KUNG WAN (SK426),亞公灣 (SK426),亚公湾 (SK426),22.391239,114.296965,
B8D8C35525C57762,FUNG SAU ROAD (SK427),鳳秀路 (SK427),凤秀路 (SK427),22.388781,114.292645,
B959226950B0DEA7,TSO WO HANG (SK428),早禾坑 (SK428),早禾坑 (SK428),22.393741,114.289013,
81C38CE0FA77CBCF,TAI MONG TSAI ROAD WONG CHUK WAN (SK429),大網仔路黃竹灣 (SK429),大网仔路黄竹湾 (SK429),22.395769,114.286830,
3EC8AF0246E94A09,SAI SHA ROAD WONG CHUK WAN (SK210),西沙路黃竹灣 (SK210),西沙路黄竹湾 (SK210),22.397861,114.283825,
48CD670CA33290B3,O TAU (SK211),澳頭 (SK211),澳头 (SK211),22.401432,114.282152,
326A0C5D99374762,O TAU NEW VILLAGE (SK212),澳頭新村 (SK212),澳头新村 (SK212),22.404202,114.281005,
773C9D3BB95AACC6,SHUI LONG WO (SK213),水浪窩 (SK213),水浪窝 (SK213),22.405900,114.275865,
6BA43C06A9AD502A,KEI LING HA LO WAI (SK214),企嶺下老圍 (SK214),企岭下老围 (SK214),22.408666,114.273943,
